sd_id	dc_release_id	sd_artist	dc_artist	dc_artist_id	sd_record_label	dc_record_label	sd_label_cat_no	dc_label_cat_no	sd_title	dc_title	dc_country	dc_year	dc_decade	dc_genres	dc_styles
2435889	3856236	Rudyard Kipling	Boris Karloff	437764	Caedmon	Caedmon Records	TC 1100	TC 1100	How fear came :	How Fear Came (A Story from The Jungle Books)	US	1958	50	Non-Music; Children's	Spoken Word
2435894	6030891	Samuel Taylor Coleridge	Ralph Richardson (2)	667120	Caedmon	Caedmon Records	TC 1092	TC 1092	Poetry	The Poetry Of Coleridge	US	1958	50	Non-Music	Poetry; Spoken Word
5220652	6030891	Samuel Taylor Coleridge	Ralph Richardson (2)	667120	Caedmon	Caedmon Records	TC 1092	TC 1092	Poetry	The Poetry Of Coleridge	US	1958	50	Non-Music	Poetry; Spoken Word
2435885	3453097	Edna St. Vincent Millay	Edna St. Vincent Millay	936366	Caedmon	Caedmon Records	TC 1123	TC 1123	Edna St. Vincent Millay reading from her poetry	Reading Her Poetry		1961	60	Non-Music	Poetry
2435897	4925193	James Joyce	James Joyce	81774	Caedmon	Caedmon Records	TC 1086	TC 1086	Finnegans wake	Finnegans Wake	US	1959	50	Non-Music	Audiobook
2435906	9514995	Tennessee Williams	Tennessee Williams	760461	Caedmon	Caedmon Records	TC 1005	TC 1005	Tennessee Williams reading from his works	Tennessee Williams Selections From His Writings Read By The Author	US	1955	50	Non-Music	Spoken Word
2435896	3568337	Stephen Spender	Stephen Spender	515777	Caedmon	Caedmon Records	TC 1084	TC 1084	Stephen Spender reading his poems	Reading His Poems	US	1958	50	Non-Music	Poetry
2435930	10126262	Geoffrey Chaucer	Geoffrey Chaucer	1326771	Caedmon	Caedmon Records	TC 1102	STC 1102	The wife of Bath's prologue ;	The Wife Of Bath	UK	1960	60	Non-Music	Audiobook; Poetry; Spoken Word
2435924	1512411		Dylan Thomas	382316	Caedmon	Caedmon Records	TC 1132	TC 1132	Dylan Thomas reading.	Reading Quite Early One Morning And Other Memories	US	1960	60	Non-Music	Spoken Word
2435922	4773014	Thomas Dylan	Dylan Thomas	382316	Caedmon	Caedmon Records	TC 1061	TC 1061	Dylan Thomas reading	Reading Volume 4	US	1957	50	Non-Music	Spoken Word
2436074	8820313		Jacqueline François	648053	London	London Records	PS 581	PS 581	Solitaires avec mademoiselle de Paris.	Mademoiselle De Paris	US	1970	70	Pop; Folk, World, & Country	Ballad; Chanson
2438598	3460592	[recorded] by Hugh Tracey	Various	194	Kaleidophone	Kaleidophone	KMA 1	KMA 1	Musical instruments.	The Music Of Africa Series - Musical Instruments 1. Strings	US	1972	70	Non-Music; Folk, World, & Country	African; Field Recording
2438903	5310864	Friedrich Gulda	Friedrich Gulda	280177	Musical Heritage Society	Musical Heritage Society	MHS 3554	MHS 3554	Gulda jazz.	Gulda Jazz	US	1977	70	Jazz	Modal
2438936	6488881		Mariachi Aguilas De Chapala	4181659	Folkways Records	Folkways Records	FW 8870	FW 8870	Mariachi Aguilas de Chapala :	Mariachi Aguilas De Chapala	US	1960	60	Latin; Folk, World, & Country	Mariachi
2438943	3792939		Various	194	Folkways Records	Folkways Records	FE 4411	FE 4411	Music of Spain.	Folk Music Of Spain	US	1965	60	Folk, World, & Country	Flamenco; Folk; Field Recording
2438955	7729567	Charles Aznavour	Charles Aznavour	339220	Reprise	Reprise Records	R-6172	R-6172	The Aznavour story	The Aznavour Story	US	1965	60	Pop	Chanson; Vocal
4735505	1630192	Charles Aznavour	Charles Aznavour	339220	Reprise	Reprise Records	RS 6172	RS 6172	The Aznavour story	The Aznavour Story	US	1965	60	Pop; Folk, World, & Country	Chanson; Vocal
2438893	8028090		Roman Romanov	4843827	Musical Heritage Society	Musical Heritage Society	MHS 3520	MHS 3520	Russian gypsy songs.	Russian Gypsy Songs	US	1976	70	Folk, World, & Country	Romani
2438944	6080215		Various	194	Folkways Records	Ethnic Folkways Library	FE 4426	FE 4426	Spanish and Mexican folk music of New Mexico.	Spanish And Mexican Folk Music Of New Mexico	US	1952	50	Latin; Folk, World, & Country	Field Recording
2438913	2433937	Denny Zeitlin ; with George Marsh and Mel Graves	Denny Zeitlin	335785	1750 Arch Records	1750 Arch Records	1758	1758	Expansion	Expansion	US	1975	70	Electronic; Jazz	Jazz-Rock; Free Improvisation; Experimental
2440323	3210240		The Three Sounds	359857	Blue Note	Blue Note	4088	BLP 4088	Here we come.	Here We Come	US	1961	60	Jazz	Hard Bop; Soul-Jazz
2440318	4675095	Earl Hines and his Boys	Earl Hines And His Boys	857129	RCA Victor	RCA Victor	LPM-3380	LPM-3380	Up to date with Earl Hines	Up To Date With Earl Hines	New Zealand	1965	60	Jazz	Bop
2440330	11993811	Stan Kenton and his orchestra	Stan Kenton	212786	Capitol	Capitol Records	T 1844	T 1844	Adventures in time	Adventures In Time, A Concerto For Orchestra	US	1962	60	Jazz	Space-Age; Big Band
2440305	8045135		Paul Smith (5)	321932	Capitol	Capitol Records	T 1017	T 1017	Delicate jazz.	Delicate Jazz	US	1958	50	Jazz	Swing
2440317	9800887	The Three Sounds	The Three Sounds	359857	Mercury	Mercury	MG-20839	MG-20839	Some like it modern	Some Like It Modern	US	1963	60	Jazz	Soul-Jazz
2440329	3350908		Stan Kenton And His Orchestra	320804	Capitol	Capitol Records	T 2810	ST 2810	The world we know.	The World We Know	US	1967	60	Jazz	Big Band
2440332	3907615	Billy Taylor	Billy Taylor	251777	Atlantic	Atlantic	1329	1329	One for fun	One For Fun	US	1959	50	Jazz	Hard Bop; Cool Jazz
2440333	1386608	Milt Jackson	Milt Jackson	149254	Atlantic	Atlantic	1294	SD 1294	Bags & flutes	Bags & Flutes	US	1959	50	Jazz	Hard Bop
2440282	2747635		Charlie Parker	75617	Verve Records	Verve Records	MGV-8007	MGV-8007	Charlie Parker plays Cole Porter.	Charlie Parker Plays Cole Porter	US	1957	50	Jazz	Bop
2440287	5314128		Stan Kenton	212786	Capitol	Capitol Records	W 724	W 724	Stan Kenton in hi-fi.	Kenton In Hi Fi	Canada	1956	50	Jazz	Space-Age; Big Band; Swing
2440278	2621384		Duke Ellington And His Orchestra	284747	Columbia	Columbia	CL 1323	CL 1323	Ellington jazz party.	Ellington Jazz Party	US	1959	50	Jazz	Big Band; Swing
2440303	7147037	Bobby Troup Quartet	Bobby Troup	80847	Bethlehem	Bethlehem Records	BCP 35	BCP 35	The distinctive style of Bobby Troup	The Distinctive Style Of Bobby Troup	US	1955	50	Jazz	Swing
2440299	2977824		Lionel Hampton	136133	RCA Victor	RCA Victor	LPM 2318	LPM 2318	Swing classics.	Swing Classics	US	1961	60	Jazz	Big Band; Swing
2440295	3569664	Quartet	The Modern Jazz Quartet	254990	United Artists	United Artists Records	UAL 4063	UAL 4063	Music from Odds against tomorrow	Music From 'Odds Against Tomorrow'	US	1959	50	Jazz; Stage & Screen	Cool Jazz
2440274	2037686		Dave Brubeck Quintet	1649567	Fantasy	Fantasy	3268	3268	Reunion.	Reunion	US	1958	50	Jazz	Cool Jazz
2440275	2561201	Andre Hodeir	André Hodeir	258079	Philips	Philips	PHS 600-073	PHS 600-073	Jazz et jazz	Jazz Et Jazz	US	1960	60	Electronic; Jazz	Bop; Musique Concrète
2440490	1684735		Cal Tjader Quintet	416486	Fantasy	Fantasy	3289	3289	Tjader goes Latin.	Tjader Goes Latin	US	1959	50	Jazz; Latin	Latin Jazz
2440493	1380465	The Red Garland Trio plus Ray Barretto	The Red Garland Trio	259601	Prestige	Prestige	PRLP 7193	PRLP 7193	Rojo	Rojo	US	1961	60	Jazz	Hard Bop; Latin Jazz; Swing
2440517	4266139		Alvino Rey	299945	Capitol	Capitol Records	T1085	T1085	Swingin' fling :	A Swingin' Fling	US	1958	50	Jazz	Easy Listening
2440526	3794328	Kai Winding Orchestra	The Kai Winding Orchestra	2587788	Columbia	Columbia	CL 1264	CL 1264	Swingin' states	The Swingin' States	US	1958	50	Jazz	Swing
2440511	4220011	Leo Wright	Leo Wright	284700	Atlantic	Atlantic	1393	1393	Suddenly the blues	Suddenly The Blues	US	1962	60	Jazz	Post Bop
2440514	3331778	Bud Shank	Bud Shank	255945	World Pacific	World Pacific Jazz	ST-20170	ST-20170	Let it be	Let It Be	US	1970	70	Jazz; Rock; Pop	Easy Listening
2440471	3090831	Stan Kenton and his orchestra	Stan Kenton	212786	Capitol	Capitol Records	T 932	T 932	Rendezvous with Kenton	Rendezvous With Kenton	US	1958	50	Jazz	Big Band
2440527	5431329	Sammy Davis, Jr	Sammy Davis Jr.	44133	Decca	Decca	DL 8641	DL 8641	It's all over but the swingin'	It's All Over But The Swingin'	US	1958	50	Jazz; Stage & Screen	Easy Listening; Swing
2440523	6158904	[composed by] W. Smith	The Dave Brubeck Quartet	251689	Columbia	Columbia	CL 1454	CL 1454	The riddle	The Riddle	US	1960	60	Jazz	Cool Jazz
2440373	2727179		The Dave Brubeck Quartet	251689	Columbia	Columbia	CL 1553	CL 1553	Brubeck and Rushing.	Brubeck & Rushing	US	1960	60	Jazz; Pop	Vocal; Cool Jazz
2440375	3584850		Herbie Mann	30721	Verve Records	Verve Records	MG V-8336	MG V-8336	Flautista!.	Flautista! Herbie Mann Plays Afro-Cuban Jazz	US	1959	50	Jazz	Afro-Cuban Jazz
2440374	10138929		Junior Mance	218046	Verve Records	Verve Records	MG V-8319	MG V-8319	Junior :	Junior	US	1959	50	Jazz	Post Bop
2440383	3058478		Frank Sinatra	52833	Reprise	Reprise Records	R-1005	R-1005	Sinatra and swingin' brass.	Sinatra And Swingin' Brass	US	1962	60	Jazz; Pop	Swing
2440384	2973426	Charlie Byrd	Charlie Byrd	252820	Riverside	Riverside Records	RLP 427	RLP 427	Latin impressions	Latin Impressions	US	1962	60	Jazz	Bossa Nova; Latin Jazz
2440545	5498583	Red Nichols and the Augmented Pennies	Red Nichols And His Five Pennies	317885	Capitol	Capitol Records	T-999	T-999	In love with Red	In Love With Red	US	1956	50	Jazz; Pop	Easy Listening
2440532	4056644	Bob Cooper	Bob Cooper	277683	Capitol Records	Capitol Records	T-6513	T-6513	Shifting winds	Shifting Winds	US	1955	50	Jazz	Cool Jazz
2440582	11721424		Luiz Bonfá	252003	Dot	Dot Records	DLP 3881	DLP 3881	Bonfà.	Bonfá	US	1968	60	Jazz; Latin	Latin Jazz; Bossanova
2440577	3987147	Teddy Wilson	Teddy Wilson	254769	Columbia	Columbia	CS 8238	CS 8238	And then they wrote--	And Then They Wrote	US	1960	60	Jazz	Swing
2440575	6302946		Ted Heath And His Music	357953	London	London Records	LL 1217	LL 1217	Gershwin for moderns.	Gershwin For Moderns	US	1955	50	Jazz	Big Band; Swing
2440572	4705322	Les Brown and his Band of Renown	Les Brown And His Band Of Renown	269852	Columbia	Columbia	CL 1497	CL 1497	Bandland	Bandland (Great Songs Of Great Bands)	US	1960	60	Jazz	Big Band
2440583	11118357	J.J. Johnson and Kai Winding	J.J. Johnson	251778	Columbia	Columbia	CL 742	CL 742	Trombone for two	Trombone For Two	US	1955	50	Jazz	Bop
2440586	4111684		Stan Getz	30486	Roost	Royal Roost	LP 2207	RLP 2207	The sound.	The Sound	US	1956	50	Jazz	Bop; Cool Jazz
2440530	1542782		The Dave Brubeck Quartet	251689	Columbia	Columbia	CL 622	CL 622	Brubeck time.	Brubeck Time	US	1955	50	Jazz	Cool Jazz
2440543	4866522		Jan Garber And His Orchestra	1253756	Decca	Decca	DL 8482	DL 8482	Dance at home.	Dance At Home	US	1957	50	Jazz	Easy Listening
2440529	4213649	starring Sammy Davis Dr	Sammy Davis Jr.	44133	Reprise	Reprise Records	R-6033	R-6033	The Sammy Davis Jr. all-star spectacular	The Sammy Davis, Jr. All-Star Spectacular	US	1962	60	Jazz	Big Band
2440560	4011583		Si Zentner And His Orchestra	1135361	Smash Records	Smash Records (4)	SRS 67007	SRS 67007	Presenting Si Zentner, his trombone and orchestra.	Presenting Si Zentner	US	1962	60	Jazz	Easy Listening; Space-Age; Big Band
2440827	9991104		Neal Hefti	154315	Epic	Epic	LN 3481	LN 3481	Pardon my doo-wah.	Pardon My Doo-Wah	US	1958	50	Jazz	Easy Listening
2440848	4623193		Ray Anthony	263953	Capitol	Capitol Records	T 1496	ST 1496	That's show biz!.	That's Show Biz!	US	1961	60	Jazz; Pop	Swing
2440839	9893091		Buddy Morrow And His Orchestra	886720	Epic	Epic	LN 24171	LN 24171	Campus after dark.	Campus After Dark	US	1965	60	Jazz	Big Band
2440837	8292519	Billy Butterfield and his orchestra	Billy Butterfield And His Orchestra	368180	Columbia	Columbia	CS 8314	CS 8314	Billy blows his horn	Billy Blows His Horn	US	1961	60	Jazz	Easy Listening; Swing
2440842	3462215		The Dave Brubeck Trio	908932	Fantasy	Fantasy	3-204	3-204	The Dave Brubeck Trio featuring Cal Tjader.	Dave Brubeck Trio	US	1956	50	Jazz	Cool Jazz
2440825	9445140		Stan Kenton	212786	Capitol	Capitol Records	T 1276	T 1276	The Kenton touch.	The Kenton Touch	UK	1960	60	Jazz	Big Band
2440852	2452849	Ray Anthony and his orchestra	Ray Anthony	263953	Capitol	Capitol Records	T 1200	ST 1200	Sound spectacular	Sound Spectacular	US	1959	50	Jazz	Swing
2440853	9797346		Chico O'Farrill And His Orchestra	1969435	Columbia	Columbia	ES 1813	ES 1813	Torrid zone:	Torrid Zone	US	1969	60	Latin	Afro-Cuban; Mambo
2440855	11308140		Luiz Bonfá	252003	Philips	Philips	PHS 600-199	PHS 600-199	Braziliana.	Braziliana	Canada	1965	60	Latin	Bossanova
2440849	3529079	Ray Anthony and his orchestra	Ray Anthony	263953	Capitol	Capitol Records	T 1252	ST 1252	More dream dancing	More Dream Dancing	US	1959	50	Jazz	Easy Listening
2440818	3082187	Paul Horn Quintet	The Paul Horn Quintet	1875260	Columbia	Columbia	CL 1677	CL 1677	The sound of Paul Horn	The Sound Of Paul Horn	US	1961	60	Jazz	Contemporary Jazz; Hard Bop; Post Bop; Modal
2440823	2650544		Ted Heath And His Music	357953	London	London Records	LL 802	LL 802	Ted Heath at the London Palladium.	Ted Heath At The London Palladium	US	1953	50	Jazz	Big Band; Swing
2440811	6325640		The Red Norvo Trio	1180360	Fantasy	Fantasy	3-19	3-19	Red Norvo Trio.	Red Norvo Trio	US	1955	50	Jazz	Bop
2440819	1028149	Woody Herman	Woody Herman's Big New Herd	904275	Atlantic	Atlantic	1328	SD  1328	Woody Herman's Big New Herd at the Monterey Jazz Festival	At The Monterey Jazz Festival	US	1960	60	Jazz	Big Band; Swing
2440803	4119808		Harry James (2)	313097	Capitol	Capitol Records	W 654	W 654	Harry James in hi fi.	Harry James In Hi-fi	US	1955	50	Jazz	Swing
2440857	4146849	Billy Butterfield	Billy Butterfield	307885	Columbia	Columbia	CL 1673	CL 1673	The golden horn	The Golden Horn	US	1961	60	Jazz	Easy Listening; Swing
2441004	4797475		Phineas Newborn Trio	1958080	Roulette	Roulette	R 52031	SR 52031	Piano portraits by Phineas Newborn.	Piano Portraits By Phineas Newborn	US	1959	50	Jazz	Bop
2441043	964033		Les McCann	44126	Limelight	Limelight	LM 82046	LM 82046	Les McMann live at Bohemian Caverns, Washington, D.C.	Live At Bohemian Caverns - Washington, D.C.	US	1967	60	Jazz	Latin Jazz
2441031	3318875	[Dinah Washington] ; Quincy Jones and his orchestra	Dinah Washington	33587	EmArcy	EmArcy	MG 36104	MG 36104	The Swingin' Miss D	The Swingin' Miss 'D'	US	1957	50	Jazz	Swing
2441037	1696766		The Dave Brubeck Quartet	251689	Columbia	Columbia	CL 984	CL 984	Jazz impressions of the U.S.A.	Jazz Impressions Of The U.S.A.	US	1957	50	Jazz	Bop
2441058	3664492		Johnny Hartman	241012	Impulse	Impulse!	A-57	A-57	I just dropped by to say hello.	I Just Dropped By To Say Hello	US	1964	60	Jazz	Swing
2441063	3342290		Blossom Dearie	104670	Capitol Records	Capitol Records	T 2086	ST 2086	May I come in?.	May I Come In?	US	1964	60	Jazz	Cool Jazz; Vocal
2441032	2269750	Cal Tjader	Cal Tjader	3750	Fantasy	Fantasy	3271	3271	San Francisco moods	San Francisco Moods	US	1958	50	Jazz; Latin	Latin Jazz
2441011	1327490	Jackie Cain and Roy Kral	Bobby Vinton	154971	ABC-Paramount	ABC Records	ABC-120	ABC-12022	The glory of love	My Melody Of Love / I'll Be Loving You	US	1974	70	Rock	Pop Rock
2441030	3449990		The Jonah Jones Quartet	270027	Capitol	Capitol Records	T 1660	ST 1660	Jonah Jones and the Quartet/Glen Gray and the Casa Loma Orchestra.	Jonah Jones Quartet / Glen Gray Casa Loma Orchestra	US	1962	60	Jazz	Swing
2441028	1178144		Kay Starr	164572	Capitol	Capitol Records	T 1438	ST 1438	Kay Starr, jazz singer.	Kay Starr: Jazz Singer	US	1960	60	Jazz	Big Band; Swing
2441082	1222568	Marian McPartland	Marian McPartland	296956	Capitol	Capitol Records	T 895	T 895	With you in mind	With You In Mind	US	1957	50	Jazz	Easy Listening
2440997	9753341		Doc Severinsen And His Orchestra	1805094	Command	Command	RS 33-819	RS 33-819	Tempestuous trumpet.	Tempestuous Trumpet	US	1961	60	Jazz	Easy Listening; Big Band; Swing
2440990	4728200		Sonny Stitt	135930	Roost	Roost	LP 2208	LP 2208	Sonny Stitt plays.	Sonny Stitt Sonny Stitt Sonny Stitt Sonny Stitt	US	1956	50	Jazz	Bop
2440993	2696557		Pete Fountain	267653	Coral	Coral	CRL 57284	CRL 57284	The Blues.	The Blues	US	1959	50	Jazz	Dixieland
2441009	3368589		Shirley Horn	33588	Mercury	Mercury	SR 60835	SR 60835	Shirley Horn with horns.	Shirley Horn With Horns	US	1963	60	Jazz	Soul-Jazz
2441007	9187178		Carmen McRae	34183	Decca	Decca	DL 8583	DL 8583	After glow.	After Glow	US	1957	50	Jazz; Pop	Vocal
2440987	5677649		Howard Rumsey's Lighthouse All-Stars	552724	Liberty	Liberty	LRP 3045	LRP 3045	Double or nothin'.	Double Or Nothin'	US	1957	50	Jazz	Cool Jazz; Bop
2441074	509204	Mongo Santamaria, Marty Sheller	Mongo Santamaria	79342	Atlantic	Atlantic	SD 1567	SD 1567	Mongo '70	Mongo '70	US	1970	70	Jazz; Latin; Funk / Soul	Afro-Cuban Jazz; Jazz-Funk
2441075	2419079		The Dave Brubeck Quartet	251689	Columbia	Columbia	CL 2127	CL 2127	Time changes.	Time Changes	US	1964	60	Jazz	Hard Bop; Post Bop
2441309	10954512		Les & Larry Elgart	1121752	Columbia	Columbia	CL 1052	CL 1052	Les and Larry Elgart and their orchestra.	Les & Larry Elgart And Their Orchestra	US	1957	50	Jazz	Big Band
2441302	2966959	Buck Clayton and his All-Stars	Buck Clayton With His All-Stars	477766	Columbia	Columbia	CL 1320	CL 1320	Songs for swingers	Songs For Swingers	US	1959	50	Jazz	Swing
2441301	3013569		Cannonball Adderley	61585	Capitol	Capitol Records	T 2203	ST 2203	Domination.	Domination	US	1965	60	Jazz	Bop; Big Band
2441311	3083420	Donald Byrd	Donald Byrd	20956	Blue Note	Blue Note	4188	4188	I'm tryin' to get home :	I'm Tryin' To Get Home (Brass With Voices)	US	1965	60	Jazz	Hard Bop; Post Bop; Smooth Jazz; Modal
2441324	1357220		Herbie Mann	30721	Columbia	Columbia	CL 2388	CL 2388	Latin Mann :	Latin Mann (Afro To Bossa To Blues)	US	1965	60	Jazz; Latin; Blues	Afro-Cuban
2441316	10669154		Lester Lanin And His Orchestra	844956	Epic	Epic	LN 24016	LN 24016	Dancing theatre party.	Dancing Theatre Party	US	1962	60	Jazz; Pop	Easy Listening
2441314	3698212	Dinah Washington ; with Eddie Chamblee and his orchestra	Dinah Washington	33587	EmArcy	EmArcy	MG 36130	MG 36130	Dinah sings Bessie Smith	Dinah Sings Bessie Smith	US	1958	50	Jazz; Blues	Louisiana Blues; Delta Blues; Big Band; Chicago Blues
2441328	3137620		The Roy Meriwether Trio	314686	Capitol	Capitol Records	ST 102	ST 102	Soul knight.	Soul Knight	US	1969	60	Jazz; Funk / Soul	Soul-Jazz
2441323	11081466		Mort Lindsey And His Orchestra	2156989	Dot	Dot Records	DLP 3765	DLP 3765	Merv Griffin presents Mort Lindsey and his orchestra.	Merv Griffin Presents Mort Lindsey And His Orchesta	US	1966	60	Jazz	Big Band; Easy Listening
2441348	1747677	Steve Allen	Steve Allen (3)	344996	Dot	Dot Records	DLP 3472	DLP 3472	Funny fone calls	Steve Allen's Funny Fone-Calls	US	1963	60	Non-Music	Comedy
2441345	11103283		Dorothy Ashby	91960	Cadet	Cadet	LPS-825	DJLPS-825	Dorothy's harp.	Dorothy's Harp	US	1969	60	Jazz	Soul-Jazz; Jazz-Funk
2441355	5737732	Wes Montgomery	Wes Montgomery	129805	World Pacific	World Pacific Jazz	ST-20137	ST-20137	Portrait of Wes Montgomery	A Portrait Of Wes Montgomery	US	1968	60	Jazz	Hard Bop; Easy Listening
2441346	5525712	Al Hibbler sings the blues	Al Hibbler	317856	Reprise	Reprise Records	R-2005	R-2005	Monday every day	Sings The Blues - Monday Every Day	US	1961	60	Jazz; Pop	Ballad; Swing
2441282	4257535		The Mose Allison Trio	277664	Columbia	Columbia	CL 1565	CL 1565	I love the life I live.	I Love The Life I Live	US	1960	60	Jazz	Hard Bop; Bop
2441287	4339670		Gene Ammons	45107	Prestige	Prestige	7192	PRLP 7192	Jug.	'Jug'	US	1961	60	Jazz	Hard Bop
2441330	12284932	Ray Bryant	Ray Bryant	98585	Cadet	Cadet	LPS 818	LPS 818	Up above the rock	Up Above The Rock	US	1968	60	Jazz	Smooth Jazz
2441614	7382757		Sammy Davis Jr.	44133	Reprise	Reprise Records	R 6214	R 6214	The sounds of '66.	The Sounds Of '66	US	1966	60	Jazz	Swing
2441635	9185183	Mavis Rivers	Mavis Rivers	299959	Capitol	Capitol Records	T 1408	ST 1408	The simple life	The Simple Life	US	1960	60	Pop	Vocal
2441642	11539235		Ralph Burns And His Orchestra	1256158	Epic	Epic	LN 24015	LN 24015	Swingin' down the lane.	Swingin' Down The Lane	US	1962	60	Jazz	Cool Jazz; Space-Age; Swing
2441652	2981224		Nat King Cole	145288	Capitol	Capitol Records	T 2680	ST 2680	Sincerely, Nat King Cole.	Sincerely, Nat King Cole	US	1966	60	Jazz; Pop	Vocal; Easy Listening
2441602	865600		Harry James (2)	313097	Columbia	Columbia	CS 9430	CS 9430	Harry James' greatest hits.	Harry James' Greatest Hits	US	1967	60	Jazz	Big Band
